Injection timings : 
on	off	delay_ui	delay_m	interval_m	subinterval_m	per_meas	smpl_rate
400	400	300	10	50	5	12	1

Type	C1(x)	C1(y)	C1(z)	C2(x)	C2(y)	C2(z)	P1(x)	P1(y)	P1(z)	P2(x)	P2(y)	P2(z)	MP(x)	MP(y)	MP(z)	K	a	b	I	U	Rho	Sp	M	Z	P	D	M0	M1	M2	M3	M4	Channel	U/I gain	Filter (Fcut1)	Inj.U	Time
WA	115.00	0.00	0.00	310.00	0.00	0.00	180.00	0.00	0.00	245.00	0.00	0.00	212.50	0.00	0.00	408.41	65.00	0.00	36.39	6.98	78.27	-247.67	13.69	98.02	593.29	5.25	9.23	7.63	4.24	-1.03	-6.39	3	10:10	2	400	05.03.2008 17:09:40
WA	120.00	0.00	0.00	315.00	0.00	0.00	185.00	0.00	0.00	250.00	0.00	0.00	217.50	0.00	0.00	408.41	65.00	0.00	37.89	6.64	71.54	-356.37	-0.47	114.90	767.66	5.12	9.03	6.68	1.74	-5.29	-12.63	3	10:10	2	400	05.03.2008 17:09:48
WA	125.00	0.00	0.00	320.00	0.00	0.00	190.00	0.00	0.00	255.00	0.00	0.00	222.50	0.00	0.00	408.41	65.00	0.00	38.22	6.65	71.04	-374.19	-40.15	167.51	1077.22	7.35	8.66	4.67	-4.53	-17.36	-31.59	3	10:10	2	400	05.03.2008 17:59:42
WA	130.00	0.00	0.00	325.00	0.00	0.00	195.00	0.00	0.00	260.00	0.00	0.00	227.50	0.00	0.00	408.41	65.00	0.00	44.37	7.07	65.07	-412.79	41.67	128.21	667.01	6.09	9.58	9.46	9.41	7.84	5.39	3	10:10	2	400	05.03.2008 17:59:48
WA	135.00	0.00	0.00	330.00	0.00	0.00	200.00	0.00	0.00	265.00	0.00	0.00	232.50	0.00	0.00	408.41	65.00	0.00	31.57	5.79	74.90	-220.52	-26.18	226.28	1053.40	8.46	8.74	5.70	-1.29	-12.74	-26.60	3	10:10	2	400	05.03.2008 17:59:54
WA	140.00	0.00	0.00	335.00	0.00	0.00	205.00	0.00	0.00	270.00	0.00	0.00	237.50	0.00	0.00	408.41	65.00	0.00	28.67	4.76	67.82	-237.97	-44.80	198.86	1108.39	9.43	8.59	4.78	-4.14	-18.77	-35.27	3	10:10	2	400	05.03.2008 18:00:00
WA	145.00	0.00	0.00	340.00	0.00	0.00	210.00	0.00	0.00	275.00	0.00	0.00	242.50	0.00	0.00	408.41	65.00	0.00	33.41	4.99	61.00	-111.26	-42.73	137.57	1096.36	4.86	8.74	4.61	-4.46	-18.11	-33.51	3	10:10	2	400	05.03.2008 18:35:11
WA	150.00	0.00	0.00	345.00	0.00	0.00	215.00	0.00	0.00	280.00	0.00	0.00	247.50	0.00	0.00	408.41	65.00	0.00	42.47	6.96	66.94	-45.98	25.34	73.69	357.28	5.42	9.71	8.35	6.28	2.26	-1.26	3	10:10	2	400	05.03.2008 18:00:12
WA	155.00	0.00	0.00	350.00	0.00	0.00	220.00	0.00	0.00	285.00	0.00	0.00	252.50	0.00	0.00	408.41	65.00	0.00	49.96	8.43	68.89	33.84	22.15	84.31	485.21	4.58	9.62	8.34	5.61	1.58	-3.00	3	10:10	2	400	05.03.2008 18:00:18
WA	160.00	0.00	0.00	355.00	0.00	0.00	225.00	0.00	0.00	290.00	0.00	0.00	257.50	0.00	0.00	408.41	65.00	0.00	50.72	9.12	73.47	-118.46	9.56	110.27	687.63	5.06	9.27	7.62	3.55	-2.28	-8.60	3	10:10	2	400	05.03.2008 18:00:24
WA	165.00	0.00	0.00	360.00	0.00	0.00	230.00	0.00	0.00	295.00	0.00	0.00	262.50	0.00	0.00	408.41	65.00	0.00	28.29	5.10	73.63	-104.31	84.99	102.09	105.36	6.80	9.81	12.28	15.84	21.29	25.76	3	10:10	2	100	05.03.2008 21:10:53
WA	170.00	0.00	0.00	365.00	0.00	0.00	235.00	0.00	0.00	300.00	0.00	0.00	267.50	0.00	0.00	408.41	65.00	0.00	40.85	7.63	76.25	-138.62	16.55	172.82	850.48	9.21	8.71	7.80	4.99	0.70	-5.64	3	10:10	2	100	05.03.2008 20:52:37
WA	175.00	0.00	0.00	370.00	0.00	0.00	240.00	0.00	0.00	305.00	0.00	0.00	272.50	0.00	0.00	408.41	65.00	0.00	53.52	10.53	80.33	-140.92	-10.34	151.13	896.89	6.22	9.18	6.28	0.59	-8.23	-18.16	3	10:10	2	100	05.03.2008 20:52:40
WA	180.00	0.00	0.00	375.00	0.00	0.00	245.00	0.00	0.00	310.00	0.00	0.00	277.50	0.00	0.00	408.41	65.00	0.00	34.98	6.58	76.86	-28.09	-1.72	123.99	824.70	5.46	8.89	6.69	1.88	-5.44	-13.74	3	10:10	2	100	05.03.2008 21:37:11
WA	185.00	0.00	0.00	380.00	0.00	0.00	250.00	0.00	0.00	315.00	0.00	0.00	282.50	0.00	0.00	408.41	65.00	0.00	47.45	7.27	62.58	-194.34	5.16	146.79	903.90	8.63	9.33	7.62	3.22	-3.65	-11.36	3	10:10	2	100	05.03.2008 20:52:48
WA	190.00	0.00	0.00	385.00	0.00	0.00	255.00	0.00	0.00	320.00	0.00	0.00	287.50	0.00	0.00	408.41	65.00	0.00	35.56	6.36	72.98	-87.53	59.38	156.37	672.31	9.78	9.68	10.45	12.34	13.64	13.28	3	10:10	2	100	05.03.2008 20:52:52
WA	195.00	0.00	0.00	390.00	0.00	0.00	260.00	0.00	0.00	325.00	0.00	0.00	292.50	0.00	0.00	408.41	65.00	0.00	39.82	7.64	78.34	-59.69	16.15	162.76	752.23	8.44	9.25	7.54	4.74	0.02	-5.41	3	10:10	2	100	05.03.2008 20:52:56
WA	200.00	0.00	0.00	395.00	0.00	0.00	265.00	0.00	0.00	330.00	0.00	0.00	297.50	0.00	0.00	408.41	65.00	0.00	36.44	7.87	88.22	-60.31	18.47	217.74	821.33	8.81	9.25	8.35	5.18	0.64	-4.94	3	10:10	2	100	05.03.2008 20:52:59
WA	205.00	0.00	0.00	400.00	0.00	0.00	270.00	0.00	0.00	335.00	0.00	0.00	302.50	0.00	0.00	408.41	65.00	0.00	40.53	7.84	79.00	-13.05	15.05	146.58	760.33	8.61	8.96	7.88	4.63	-0.22	-6.19	3	10:10	2	100	05.03.2008 20:53:03
WA	210.00	0.00	0.00	405.00	0.00	0.00	275.00	0.00	0.00	340.00	0.00	0.00	307.50	0.00	0.00	408.41	65.00	0.00	42.42	7.86	75.64	3.70	43.73	118.28	572.99	8.22	9.31	9.56	9.64	8.56	6.67	3	10:10	2	100	05.03.2008 20:53:07
WA	215.00	0.00	0.00	410.00	0.00	0.00	280.00	0.00	0.00	345.00	0.00	0.00	312.50	0.00	0.00	408.41	65.00	0.00	41.09	6.57	65.28	47.22	2.49	82.56	679.08	5.43	9.23	6.72	2.41	-4.47	-11.40	3	10:10	2	100	05.03.2008 21:08:16
WA	220.00	0.00	0.00	415.00	0.00	0.00	285.00	0.00	0.00	350.00	0.00	0.00	317.50	0.00	0.00	408.41	65.00	0.00	39.45	5.86	60.67	1.92	50.48	69.76	213.04	5.61	9.44	9.97	10.55	10.53	9.98	3	10:10	2	100	05.03.2008 21:08:26
WA	225.00	0.00	0.00	420.00	0.00	0.00	290.00	0.00	0.00	355.00	0.00	0.00	322.50	0.00	0.00	408.41	65.00	0.00	31.72	5.69	73.18	-12.59	-20.97	96.78	853.61	6.64	8.83	5.38	-1.83	-11.28	-22.08	3	10:10	2	100	05.03.2008 21:08:37
WA	230.00	0.00	0.00	425.00	0.00	0.00	295.00	0.00	0.00	360.00	0.00	0.00	327.50	0.00	0.00	408.41	65.00	0.00	40.26	5.79	58.72	-133.99	118.13	82.26	-286.81	6.82	10.19	13.89	21.69	31.58	40.78	3	10:10	2	100	05.03.2008 21:08:47
WA	235.00	0.00	0.00	430.00	0.00	0.00	300.00	0.00	0.00	365.00	0.00	0.00	332.50	0.00	0.00	408.41	65.00	0.00	57.48	12.35	87.71	-105.91	-7.64	176.52	916.61	6.74	8.77	6.85	1.55	-6.92	-17.89	3	10:10	2	100	05.03.2008 20:53:26
WA	240.00	0.00	0.00	435.00	0.00	0.00	305.00	0.00	0.00	370.00	0.00	0.00	337.50	0.00	0.00	408.41	65.00	0.00	31.50	5.16	66.84	0.05	26.80	74.23	415.53	6.72	9.50	8.75	6.26	3.05	-0.76	3	10:10	2	100	05.03.2008 21:09:43
WA	245.00	0.00	0.00	440.00	0.00	0.00	310.00	0.00	0.00	375.00	0.00	0.00	342.50	0.00	0.00	408.41	65.00	0.00	45.25	4.20	37.95	-63.62	19.48	47.16	575.99	6.94	9.57	8.33	5.30	0.88	-4.61	3	10:10	2	100	05.03.2008 23:25:12
WA	250.00	0.00	0.00	445.00	0.00	0.00	315.00	0.00	0.00	380.00	0.00	0.00	347.50	0.00	0.00	408.41	65.00	0.00	34.30	3.28	39.04	122.00	-89.69	89.53	1173.32	10.05	7.97	1.94	-12.23	-33.11	-54.27	3	10:10	2	100	05.03.2008 23:25:22
WA	255.00	0.00	0.00	450.00	0.00	0.00	320.00	0.00	0.00	385.00	0.00	0.00	352.50	0.00	0.00	408.41	65.00	0.00	28.94	2.53	35.69	18.80	-50.17	52.19	1038.81	10.62	8.90	3.48	-6.33	-20.36	-35.86	3	10:10	2	100	05.03.2008 23:25:33
WA	260.00	0.00	0.00	455.00	0.00	0.00	325.00	0.00	0.00	390.00	0.00	0.00	357.50	0.00	0.00	408.41	65.00	0.00	31.36	2.74	35.69	-16.61	-83.83	66.75	1170.40	10.69	8.51	1.85	-12.09	-31.07	-51.02	3	10:10	2	100	05.03.2008 23:25:43
WA	265.00	0.00	0.00	460.00	0.00	0.00	330.00	0.00	0.00	395.00	0.00	0.00	362.50	0.00	0.00	408.41	65.00	0.00	32.36	2.18	27.52	291.19	222.41	87.99	-1120.67	7.29	11.90	20.47	38.32	63.43	88.30	3	10:10	2	100	05.03.2008 23:45:07
WA	270.00	0.00	0.00	465.00	0.00	0.00	335.00	0.00	0.00	400.00	0.00	0.00	367.50	0.00	0.00	408.41	65.00	0.00	60.58	6.56	44.22	-96.54	62.43	48.48	-62.20	3.99	10.05	10.81	12.47	14.01	15.10	3	10:10	2	100	05.03.2008 23:30:29
WA	275.00	0.00	0.00	470.00	0.00	0.00	340.00	0.00	0.00	405.00	0.00	0.00	372.50	0.00	0.00	408.41	65.00	0.00	40.79	4.72	47.25	-60.21	11.55	42.81	248.94	4.53	9.39	7.39	3.18	-1.64	-6.77	3	10:10	2	100	05.03.2008 23:30:48
WA	280.00	0.00	0.00	475.00	0.00	0.00	345.00	0.00	0.00	410.00	0.00	0.00	377.50	0.00	0.00	408.41	65.00	0.00	23.32	3.16	55.33	-123.28	104.47	77.07	-203.11	6.66	9.97	13.47	19.77	27.41	33.86	3	10:10	2	100	05.03.2008 23:31:08
WA	0.00	0.00	0.00	210.00	0.00	0.00	70.00	0.00	0.00	140.00	0.00	0.00	105.00	0.00	0.00	439.82	70.00	0.00	39.85	8.05	88.85	171.72	29.75	110.46	399.63	8.45	9.76	9.06	7.07	3.81	0.04	3	10:10	2	400	05.03.2008 18:00:30
WA	5.00	0.00	0.00	215.00	0.00	0.00	75.00	0.00	0.00	145.00	0.00	0.00	110.00	0.00	0.00	439.82	70.00	0.00	47.80	9.11	83.82	246.86	53.55	99.69	197.28	4.22	9.94	10.60	11.20	11.23	10.58	3	10:10	2	400	05.03.2008 18:00:36
WA	10.00	0.00	0.00	220.00	0.00	0.00	80.00	0.00	0.00	150.00	0.00	0.00	115.00	0.00	0.00	439.82	70.00	0.00	37.06	7.49	88.86	206.67	25.92	121.85	489.35	5.71	9.40	8.43	6.58	2.85	-1.35	3	10:10	2	400	05.03.2008 18:00:42
WA	15.00	0.00	0.00	225.00	0.00	0.00	85.00	0.00	0.00	155.00	0.00	0.00	120.00	0.00	0.00	439.82	70.00	0.00	36.94	6.56	78.04	175.07	-0.18	84.94	564.56	6.18	9.56	6.86	2.00	-5.39	-13.20	3	10:10	2	400	05.03.2008 18:00:47
WA	20.00	0.00	0.00	230.00	0.00	0.00	90.00	0.00	0.00	160.00	0.00	0.00	125.00	0.00	0.00	439.82	70.00	0.00	36.18	7.04	85.62	198.20	51.33	100.72	199.28	5.89	10.07	10.47	10.63	10.56	9.61	3	10:10	2	400	05.03.2008 18:00:53
WA	25.00	0.00	0.00	235.00	0.00	0.00	95.00	0.00	0.00	165.00	0.00	0.00	130.00	0.00	0.00	439.82	70.00	0.00	34.28	6.05	77.65	147.29	20.82	94.20	559.19	6.73	9.63	8.39	5.69	1.22	-4.11	3	10:10	2	400	05.03.2008 18:00:59
WA	30.00	0.00	0.00	240.00	0.00	0.00	100.00	0.00	0.00	170.00	0.00	0.00	135.00	0.00	0.00	439.82	70.00	0.00	26.15	4.23	71.09	153.05	40.45	92.80	447.46	9.29	9.24	9.71	9.40	7.56	4.54	3	10:10	2	400	05.03.2008 18:01:05
WA	35.00	0.00	0.00	245.00	0.00	0.00	105.00	0.00	0.00	175.00	0.00	0.00	140.00	0.00	0.00	439.82	70.00	0.00	37.40	6.60	77.55	131.22	17.79	103.33	580.21	5.86	9.46	7.96	4.96	0.37	-4.97	3	10:10	2	400	05.03.2008 18:01:11
WA	40.00	0.00	0.00	250.00	0.00	0.00	110.00	0.00	0.00	180.00	0.00	0.00	145.00	0.00	0.00	439.82	70.00	0.00	35.01	6.33	79.48	176.00	31.76	100.00	460.10	6.45	9.54	9.16	7.45	4.57	1.04	3	10:10	2	400	05.03.2008 18:01:17
WA	45.00	0.00	0.00	255.00	0.00	0.00	115.00	0.00	0.00	185.00	0.00	0.00	150.00	0.00	0.00	439.82	70.00	0.00	21.92	4.06	81.50	112.26	112.69	119.96	-46.61	9.60	10.53	14.04	20.77	30.18	37.16	3	10:10	2	400	05.03.2008 18:01:23
WA	50.00	0.00	0.00	260.00	0.00	0.00	120.00	0.00	0.00	190.00	0.00	0.00	155.00	0.00	0.00	439.82	70.00	0.00	40.26	6.50	70.97	122.02	25.38	97.64	550.80	6.55	9.75	8.59	6.10	2.61	-1.67	3	10:10	2	400	05.03.2008 18:01:29
WA	55.00	0.00	0.00	265.00	0.00	0.00	125.00	0.00	0.00	195.00	0.00	0.00	160.00	0.00	0.00	439.82	70.00	0.00	24.28	3.93	71.17	-11.59	-58.16	141.19	1133.31	7.83	8.60	3.58	-7.19	-23.09	-40.07	3	10:10	2	400	05.03.2008 18:22:55
WA	60.00	0.00	0.00	270.00	0.00	0.00	130.00	0.00	0.00	200.00	0.00	0.00	165.00	0.00	0.00	439.82	70.00	0.00	31.76	4.99	69.08	-145.01	4.33	137.90	852.48	9.11	9.20	7.51	3.35	-3.47	-12.25	3	10:10	2	400	05.03.2008 18:01:41
WA	65.00	0.00	0.00	275.00	0.00	0.00	135.00	0.00	0.00	205.00	0.00	0.00	170.00	0.00	0.00	439.82	70.00	0.00	31.70	5.03	69.82	-78.16	12.35	122.00	761.07	8.72	9.00	7.77	4.18	-1.14	-7.47	3	10:10	2	400	05.03.2008 18:01:47
WA	70.00	0.00	0.00	280.00	0.00	0.00	140.00	0.00	0.00	210.00	0.00	0.00	175.00	0.00	0.00	439.82	70.00	0.00	56.78	8.56	66.32	-325.64	42.98	84.54	394.69	5.06	9.83	9.57	9.09	7.98	6.51	3	10:10	2	400	05.03.2008 18:01:53
WA	75.00	0.00	0.00	285.00	0.00	0.00	145.00	0.00	0.00	215.00	0.00	0.00	180.00	0.00	0.00	439.82	70.00	0.00	61.38	9.09	65.14	-225.32	44.71	78.88	328.36	4.27	9.85	9.66	9.76	8.56	6.88	3	10:10	2	400	05.03.2008 18:01:59
WA	80.00	0.00	0.00	290.00	0.00	0.00	150.00	0.00	0.00	220.00	0.00	0.00	185.00	0.00	0.00	439.82	70.00	0.00	40.82	6.26	67.41	-241.02	19.40	125.39	740.44	7.00	9.19	8.34	5.68	0.85	-4.66	3	10:10	2	400	05.03.2008 18:02:05
WA	85.00	0.00	0.00	295.00	0.00	0.00	155.00	0.00	0.00	225.00	0.00	0.00	190.00	0.00	0.00	439.82	70.00	0.00	40.52	6.47	70.27	-262.63	53.77	135.08	649.04	6.78	9.68	10.46	11.16	11.78	10.68	3	10:10	2	400	05.03.2008 18:02:10
WA	90.00	0.00	0.00	300.00	0.00	0.00	160.00	0.00	0.00	230.00	0.00	0.00	195.00	0.00	0.00	439.82	70.00	0.00	26.35	4.77	79.64	-98.24	-32.51	180.02	1061.33	7.43	8.53	5.25	-2.48	-14.70	-29.10	3	10:10	2	400	05.03.2008 18:23:18
WA	95.00	0.00	0.00	305.00	0.00	0.00	165.00	0.00	0.00	235.00	0.00	0.00	200.00	0.00	0.00	439.82	70.00	0.00	54.64	7.99	64.30	-375.59	27.53	108.24	645.90	5.54	9.37	8.52	6.62	3.65	-0.64	3	10:10	2	400	05.03.2008 18:02:22
WA	100.00	0.00	0.00	310.00	0.00	0.00	170.00	0.00	0.00	240.00	0.00	0.00	205.00	0.00	0.00	439.82	70.00	0.00	35.15	5.69	71.23	-230.92	4.92	156.38	885.85	5.72	8.97	7.32	3.34	-3.12	-11.58	3	10:10	2	400	05.03.2008 17:28:32
WA	105.00	0.00	0.00	315.00	0.00	0.00	175.00	0.00	0.00	245.00	0.00	0.00	210.00	0.00	0.00	439.82	70.00	0.00	33.20	5.32	70.43	-294.32	1.70	126.99	756.67	7.11	8.93	6.67	1.96	-4.54	-11.31	3	10:10	2	400	05.03.2008 17:12:47
WA	110.00	0.00	0.00	320.00	0.00	0.00	180.00	0.00	0.00	250.00	0.00	0.00	215.00	0.00	0.00	439.82	70.00	0.00	36.95	5.75	68.44	-184.58	3.23	111.59	805.44	5.61	9.34	7.53	3.07	-4.19	-12.52	3	10:10	2	400	05.03.2008 18:32:41
WA	115.00	0.00	0.00	325.00	0.00	0.00	185.00	0.00	0.00	255.00	0.00	0.00	220.00	0.00	0.00	439.82	70.00	0.00	37.00	6.04	71.75	-17.13	-29.61	163.05	1029.99	6.07	8.68	5.35	-2.39	-14.01	-27.24	3	10:10	2	400	05.03.2008 18:32:53
WA	120.00	0.00	0.00	330.00	0.00	0.00	190.00	0.00	0.00	260.00	0.00	0.00	225.00	0.00	0.00	439.82	70.00	0.00	33.02	5.37	71.52	-203.46	-0.37	128.88	843.16	5.08	9.16	7.28	2.30	-5.20	-13.91	3	10:10	2	400	05.03.2008 18:33:06
WA	125.00	0.00	0.00	335.00	0.00	0.00	195.00	0.00	0.00	265.00	0.00	0.00	230.00	0.00	0.00	439.82	70.00	0.00	29.93	5.75	84.51	-210.28	-31.26	251.56	1111.72	9.03	8.06	5.33	-1.98	-13.90	-28.77	3	10:10	2	400	05.03.2008 18:33:18
WA	130.00	0.00	0.00	340.00	0.00	0.00	200.00	0.00	0.00	270.00	0.00	0.00	235.00	0.00	0.00	439.82	70.00	0.00	35.98	5.20	63.49	-176.94	-34.62	168.90	1075.92	7.99	8.61	5.29	-2.87	-15.61	-30.04	3	10:10	2	400	05.03.2008 18:33:31
WA	135.00	0.00	0.00	345.00	0.00	0.00	205.00	0.00	0.00	275.00	0.00	0.00	240.00	0.00	0.00	439.82	70.00	0.00	41.99	6.12	64.03	-140.07	-12.69	121.17	890.27	5.94	9.01	6.22	0.24	-8.94	-19.22	3	10:10	2	400	05.03.2008 18:33:43
WA	140.00	0.00	0.00	350.00	0.00	0.00	210.00	0.00	0.00	280.00	0.00	0.00	245.00	0.00	0.00	439.82	70.00	0.00	52.66	7.68	64.17	-69.14	13.01	83.86	571.93	3.83	9.30	7.68	4.05	-1.17	-6.84	3	10:10	2	400	05.03.2008 18:33:56
WA	145.00	0.00	0.00	355.00	0.00	0.00	215.00	0.00	0.00	285.00	0.00	0.00	250.00	0.00	0.00	439.82	70.00	0.00	55.56	7.22	57.14	21.13	21.69	66.43	446.47	3.87	9.60	8.29	5.44	1.49	-3.13	3	10:10	2	400	05.03.2008 18:34:08
WA	150.00	0.00	0.00	360.00	0.00	0.00	220.00	0.00	0.00	290.00	0.00	0.00	255.00	0.00	0.00	439.82	70.00	0.00	28.04	3.88	60.82	5.33	3.72	106.78	843.41	6.65	8.85	7.03	2.84	-3.84	-11.16	3	10:10	2	100	05.03.2008 21:37:30
WA	155.00	0.00	0.00	365.00	0.00	0.00	225.00	0.00	0.00	295.00	0.00	0.00	260.00	0.00	0.00	439.82	70.00	0.00	40.63	6.33	68.54	-111.14	32.64	80.99	420.80	5.64	9.35	8.86	7.33	4.94	2.16	3	10:10	2	100	05.03.2008 21:11:48
WA	160.00	0.00	0.00	370.00	0.00	0.00	230.00	0.00	0.00	300.00	0.00	0.00	265.00	0.00	0.00	439.82	70.00	0.00	56.39	8.29	64.65	-167.36	45.60	117.91	651.39	8.50	9.39	9.75	9.51	9.22	7.72	3	10:10	2	100	05.03.2008 20:53:41
WA	165.00	0.00	0.00	375.00	0.00	0.00	235.00	0.00	0.00	305.00	0.00	0.00	270.00	0.00	0.00	439.82	70.00	0.00	34.00	6.14	79.38	-59.59	94.79	104.22	-135.99	3.62	10.09	12.64	17.69	24.17	30.20	3	10:10	2	100	05.03.2008 21:37:49
WA	170.00	0.00	0.00	380.00	0.00	0.00	240.00	0.00	0.00	310.00	0.00	0.00	275.00	0.00	0.00	439.82	70.00	0.00	38.32	7.57	86.83	-96.97	57.22	111.86	320.20	6.13	9.54	10.32	11.56	12.76	13.04	3	10:10	2	100	05.03.2008 21:12:26
WA	175.00	0.00	0.00	385.00	0.00	0.00	245.00	0.00	0.00	315.00	0.00	0.00	280.00	0.00	0.00	439.82	70.00	0.00	34.37	6.44	82.42	-4.35	-13.01	123.94	873.72	6.83	8.68	6.13	0.05	-9.23	-18.64	3	10:10	2	100	05.03.2008 21:12:40
WA	180.00	0.00	0.00	390.00	0.00	0.00	250.00	0.00	0.00	320.00	0.00	0.00	285.00	0.00	0.00	439.82	70.00	0.00	43.52	7.35	74.27	-84.11	-15.50	168.81	916.53	8.63	8.70	5.68	-0.55	-9.42	-19.92	3	10:10	2	100	05.03.2008 20:53:56
WA	185.00	0.00	0.00	395.00	0.00	0.00	255.00	0.00	0.00	325.00	0.00	0.00	290.00	0.00	0.00	439.82	70.00	0.00	51.09	7.29	62.72	-69.19	85.42	108.65	367.10	8.41	9.69	12.38	16.78	21.69	24.88	3	10:10	2	100	05.03.2008 20:54:00
WA	190.00	0.00	0.00	400.00	0.00	0.00	260.00	0.00	0.00	330.00	0.00	0.00	295.00	0.00	0.00	439.82	70.00	0.00	42.24	6.86	71.39	34.52	-17.07	132.15	899.90	6.83	8.52	5.68	-0.76	-10.12	-20.39	3	10:10	2	100	05.03.2008 21:12:48
WA	195.00	0.00	0.00	405.00	0.00	0.00	265.00	0.00	0.00	335.00	0.00	0.00	300.00	0.00	0.00	439.82	70.00	0.00	42.26	6.95	72.35	-12.28	-18.18	169.11	924.04	9.38	8.36	5.73	-0.77	-10.39	-21.11	3	10:10	2	100	05.03.2008 20:54:08
WA	200.00	0.00	0.00	410.00	0.00	0.00	270.00	0.00	0.00	340.00	0.00	0.00	305.00	0.00	0.00	439.82	70.00	0.00	36.67	6.64	79.63	63.59	28.16	123.14	650.42	6.83	9.34	8.28	6.86	3.88	-0.20	3	10:10	2	100	05.03.2008 21:12:56
WA	205.00	0.00	0.00	415.00	0.00	0.00	275.00	0.00	0.00	345.00	0.00	0.00	310.00	0.00	0.00	439.82	70.00	0.00	43.48	6.83	69.06	-17.88	39.77	91.26	493.68	8.89	9.52	9.40	8.72	7.03	5.10	3	10:10	2	100	05.03.2008 20:54:15
WA	210.00	0.00	0.00	420.00	0.00	0.00	280.00	0.00	0.00	350.00	0.00	0.00	315.00	0.00	0.00	439.82	70.00	0.00	41.32	5.49	58.42	-18.07	34.64	72.46	417.78	6.74	9.30	8.91	7.81	5.66	2.96	3	10:10	2	100	05.03.2008 21:13:05
WA	215.00	0.00	0.00	425.00	0.00	0.00	285.00	0.00	0.00	355.00	0.00	0.00	320.00	0.00	0.00	439.82	70.00	0.00	55.75	6.87	54.19	-62.84	29.43	67.72	436.83	8.37	9.58	8.48	6.77	4.14	0.46	3	10:10	2	100	05.03.2008 20:54:23
WA	220.00	0.00	0.00	430.00	0.00	0.00	290.00	0.00	0.00	360.00	0.00	0.00	325.00	0.00	0.00	439.82	70.00	0.00	69.74	6.86	43.29	-192.37	96.71	68.38	-653.26	8.54	10.10	12.44	16.95	24.02	33.20	3	10:10	2	100	05.03.2008 20:54:26
WA	225.00	0.00	0.00	435.00	0.00	0.00	295.00	0.00	0.00	365.00	0.00	0.00	330.00	0.00	0.00	439.82	70.00	0.00	42.02	6.85	71.63	27.94	56.30	91.60	277.36	8.97	9.69	10.75	11.32	12.32	12.23	3	10:10	2	100	05.03.2008 21:03:08
WA	230.00	0.00	0.00	440.00	0.00	0.00	300.00	0.00	0.00	370.00	0.00	0.00	335.00	0.00	0.00	439.82	70.00	0.00	51.49	1.87	15.95	-48.22	-74.17	52.35	1234.92	12.78	7.20	2.11	-9.62	-27.24	-46.62	3	10:10	2	100	05.03.2008 23:45:40
WA	235.00	0.00	0.00	445.00	0.00	0.00	305.00	0.00	0.00	375.00	0.00	0.00	340.00	0.00	0.00	439.82	70.00	0.00	50.92	1.81	15.62	-40.00	-147.36	62.68	1389.71	12.53	6.34	-2.12	-21.31	-49.88	-80.38	3	10:10	2	100	05.03.2008 23:46:16
WA	240.00	0.00	0.00	450.00	0.00	0.00	310.00	0.00	0.00	380.00	0.00	0.00	345.00	0.00	0.00	439.82	70.00	0.00	31.79	2.50	34.53	92.46	-68.57	54.80	1019.05	7.65	8.06	1.62	-9.97	-26.01	-42.27	3	10:10	2	100	05.03.2008 23:32:30
WA	245.00	0.00	0.00	455.00	0.00	0.00	315.00	0.00	0.00	385.00	0.00	0.00	350.00	0.00	0.00	439.82	70.00	0.00	33.88	2.65	34.42	126.11	-44.41	48.26	954.10	7.60	8.55	3.90	-5.92	-18.84	-32.11	3	10:10	2	100	05.03.2008 23:32:50
WA	250.00	0.00	0.00	460.00	0.00	0.00	320.00	0.00	0.00	390.00	0.00	0.00	355.00	0.00	0.00	439.82	70.00	0.00	20.76	1.76	37.31	17.59	4.53	43.71	594.12	11.09	9.68	6.63	2.44	-4.09	-10.12	3	10:10	2	100	05.03.2008 23:33:09
WA	255.00	0.00	0.00	465.00	0.00	0.00	325.00	0.00	0.00	395.00	0.00	0.00	360.00	0.00	0.00	439.82	70.00	0.00	34.37	2.96	37.91	273.22	-88.41	90.31	1160.63	6.61	8.15	1.81	-12.46	-32.56	-53.35	3	10:10	2	100	05.03.2008 23:33:28
WA	260.00	0.00	0.00	470.00	0.00	0.00	330.00	0.00	0.00	400.00	0.00	0.00	365.00	0.00	0.00	439.82	70.00	0.00	27.78	3.16	50.01	-54.88	84.93	63.59	21.13	7.15	9.77	12.05	16.45	21.46	25.20	3	10:10	2	100	05.03.2008 23:33:47
WA	265.00	0.00	0.00	475.00	0.00	0.00	335.00	0.00	0.00	405.00	0.00	0.00	370.00	0.00	0.00	439.82	70.00	0.00	35.59	2.90	35.85	-66.02	-39.31	31.51	764.19	7.42	8.75	4.12	-5.45	-17.71	-29.02	3	10:10	2	100	05.03.2008 23:34:06
WA	0.00	0.00	0.00	225.00	0.00	0.00	75.00	0.00	0.00	150.00	0.00	0.00	112.50	0.00	0.00	471.24	75.00	0.00	31.01	4.68	71.06	-163.44	52.94	97.81	427.53	7.86	9.64	9.94	11.54	11.05	10.78	3	10:10	2	400	05.03.2008 17:12:55
WA	5.00	0.00	0.00	230.00	0.00	0.00	80.00	0.00	0.00	155.00	0.00	0.00	117.50	0.00	0.00	471.24	75.00	0.00	37.69	5.72	71.55	-21.41	-12.89	95.56	811.38	6.42	9.10	6.01	-0.29	-9.14	-18.57	3	10:10	2	400	05.03.2008 17:45:42
