Injection timings : 
on	off	delay_ui	delay_m	interval_m	subinterval_m	per_meas	smpl_rate
400	400	300	10	50	5	12	1

Type	C1(x)	C1(y)	C1(z)	C2(x)	C2(y)	C2(z)	P1(x)	P1(y)	P1(z)	P2(x)	P2(y)	P2(z)	MP(x)	MP(y)	MP(z)	K	a	b	I	U	Rho	Sp	M	Z	P	D	M0	M1	M2	M3	M4	Channel	U/I gain	Filter (Fcut1)	Inj.U	Time
GND	430.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	430.00	0.00	0.00	1.00	5.00	5.00	11.38	60.00	5271.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3	10:10	3	0	03.03.2008 20:40:54
GND	435.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	435.00	0.00	0.00	1.00	5.00	5.00	8.48	60.00	7074.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3	1:10	3	0	03.03.2008 20:42:39
WA	0.00	0.00	0.00	15.00	0.00	0.00	5.00	0.00	0.00	10.00	0.00	0.00	7.50	0.00	0.00	31.42	5.00	0.00	46.67	1915.61	1289.60	35.86	46.03	1292.10	-8.59	0.20	9.95	9.85	9.53	8.85	7.84	3	1:10	2	400	05.03.2008 17:18:21
WA	5.00	0.00	0.00	20.00	0.00	0.00	10.00	0.00	0.00	15.00	0.00	0.00	12.50	0.00	0.00	31.42	5.00	0.00	48.39	1784.76	1158.83	-5.92	46.05	1161.49	-4.17	0.23	9.96	9.86	9.52	8.86	7.86	3	1:10	2	400	05.03.2008 17:19:46
WA	10.00	0.00	0.00	25.00	0.00	0.00	15.00	0.00	0.00	20.00	0.00	0.00	17.50	0.00	0.00	31.42	5.00	0.00	40.09	1287.17	1008.80	-206.90	45.87	1012.96	-0.69	0.26	9.97	9.84	9.49	8.79	7.79	3	1:10	2	400	05.03.2008 17:20:27
WA	15.00	0.00	0.00	30.00	0.00	0.00	20.00	0.00	0.00	25.00	0.00	0.00	22.50	0.00	0.00	31.42	5.00	0.00	50.64	1731.49	1074.16	73.02	46.00	1076.11	-3.23	0.22	9.96	9.84	9.51	8.86	7.83	3	1:10	2	400	05.03.2008 17:20:45
WA	20.00	0.00	0.00	35.00	0.00	0.00	25.00	0.00	0.00	30.00	0.00	0.00	27.50	0.00	0.00	31.42	5.00	0.00	4.55	132.71	920.28	4.15	26.88	913.09	20.70	0.67	9.54	8.05	5.50	2.82	0.97	3	10:10	3	40	05.03.2008 17:17:05
WA	25.00	0.00	0.00	40.00	0.00	0.00	30.00	0.00	0.00	35.00	0.00	0.00	32.50	0.00	0.00	31.42	5.00	0.00	3.84	128.38	1056.17	33.33	26.43	1044.00	12.01	0.65	9.54	8.03	5.40	2.59	0.87	3	10:10	3	40	05.03.2008 16:33:42
WA	30.00	0.00	0.00	45.00	0.00	0.00	35.00	0.00	0.00	40.00	0.00	0.00	37.50	0.00	0.00	31.42	5.00	0.00	3.42	114.55	1058.09	-34.22	27.96	1044.19	10.39	0.79	9.61	8.27	5.86	3.07	1.16	3	10:10	3	40	05.03.2008 16:33:45
WA	35.00	0.00	0.00	50.00	0.00	0.00	40.00	0.00	0.00	45.00	0.00	0.00	42.50	0.00	0.00	31.42	5.00	0.00	4.28	144.37	1063.64	137.61	26.93	1046.34	19.38	0.69	9.54	8.02	5.47	2.86	1.05	3	10:10	3	40	05.03.2008 16:33:48
WA	40.00	0.00	0.00	55.00	0.00	0.00	45.00	0.00	0.00	50.00	0.00	0.00	47.50	0.00	0.00	31.42	5.00	0.00	3.34	126.49	1196.64	-241.25	28.63	1177.06	4.78	0.64	9.64	8.36	5.97	3.32	1.34	3	10:10	3	40	05.03.2008 16:33:51
WA	45.00	0.00	0.00	60.00	0.00	0.00	50.00	0.00	0.00	55.00	0.00	0.00	52.50	0.00	0.00	31.42	5.00	0.00	3.39	112.99	1054.13	-0.51	27.70	1039.02	17.97	0.73	9.57	8.16	5.67	3.08	1.23	3	10:10	3	40	05.03.2008 16:33:54
WA	50.00	0.00	0.00	65.00	0.00	0.00	55.00	0.00	0.00	60.00	0.00	0.00	57.50	0.00	0.00	31.42	5.00	0.00	4.03	147.71	1157.68	133.10	27.69	1147.83	7.09	0.56	9.56	8.13	5.67	3.08	1.25	3	10:10	3	40	05.03.2008 16:33:58
WA	55.00	0.00	0.00	70.00	0.00	0.00	60.00	0.00	0.00	65.00	0.00	0.00	62.50	0.00	0.00	31.42	5.00	0.00	9.05	375.09	1304.10	-65.87	28.40	1304.58	-0.20	0.43	28.40	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:12
WA	60.00	0.00	0.00	75.00	0.00	0.00	65.00	0.00	0.00	70.00	0.00	0.00	67.50	0.00	0.00	31.42	5.00	0.00	11.64	470.76	1270.78	38.26	28.40	1269.28	-5.13	1.22	28.40	0.00	0.00	0.00	0.00	3	1:10	3	100	03.03.2008 19:01:16
WA	65.00	0.00	0.00	80.00	0.00	0.00	70.00	0.00	0.00	75.00	0.00	0.00	72.50	0.00	0.00	31.42	5.00	0.00	10.58	316.23	939.29	-26.48	25.61	932.58	4.12	0.43	25.61	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:19
WA	70.00	0.00	0.00	85.00	0.00	0.00	75.00	0.00	0.00	80.00	0.00	0.00	77.50	0.00	0.00	31.42	5.00	0.00	10.28	307.10	938.96	-48.43	27.50	936.65	4.28	0.96	27.50	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:22
WA	75.00	0.00	0.00	90.00	0.00	0.00	80.00	0.00	0.00	85.00	0.00	0.00	82.50	0.00	0.00	31.42	5.00	0.00	10.30	166.90	509.56	15.15	28.27	506.97	13.93	0.70	28.27	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:25
WA	80.00	0.00	0.00	95.00	0.00	0.00	85.00	0.00	0.00	90.00	0.00	0.00	87.50	0.00	0.00	31.42	5.00	0.00	12.12	272.31	708.31	-73.87	28.29	702.16	4.57	0.57	28.29	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:28
WA	85.00	0.00	0.00	100.00	0.00	0.00	90.00	0.00	0.00	95.00	0.00	0.00	92.50	0.00	0.00	31.42	5.00	0.00	9.94	288.40	912.43	31.97	28.03	913.37	6.50	0.53	28.03	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:32
WA	90.00	0.00	0.00	105.00	0.00	0.00	95.00	0.00	0.00	100.00	0.00	0.00	97.50	0.00	0.00	31.42	5.00	0.00	9.00	247.51	864.91	-34.39	28.01	862.04	10.57	1.03	28.01	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:35
WA	95.00	0.00	0.00	110.00	0.00	0.00	100.00	0.00	0.00	105.00	0.00	0.00	102.50	0.00	0.00	31.42	5.00	0.00	12.01	372.34	974.24	-49.78	28.38	972.75	4.35	0.46	28.38	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:38
WA	100.00	0.00	0.00	115.00	0.00	0.00	105.00	0.00	0.00	110.00	0.00	0.00	107.50	0.00	0.00	31.42	5.00	0.00	9.86	199.35	636.02	11.87	26.35	632.28	19.74	0.62	26.35	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:41
WA	105.00	0.00	0.00	120.00	0.00	0.00	110.00	0.00	0.00	115.00	0.00	0.00	112.50	0.00	0.00	31.42	5.00	0.00	10.84	380.31	1103.10	-48.10	26.88	1099.72	0.41	0.43	26.88	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:01:44
WA	110.00	0.00	0.00	125.00	0.00	0.00	115.00	0.00	0.00	120.00	0.00	0.00	117.50	0.00	0.00	31.42	5.00	0.00	12.55	540.77	1354.17	63.23	27.38	1357.87	-3.07	1.13	27.38	0.00	0.00	0.00	0.00	3	1:10	3	100	03.03.2008 19:01:48
WA	115.00	0.00	0.00	130.00	0.00	0.00	120.00	0.00	0.00	125.00	0.00	0.00	122.50	0.00	0.00	31.42	5.00	0.00	12.89	615.26	1500.34	49.38	28.23	1498.16	-1.87	0.97	28.23	0.00	0.00	0.00	0.00	3	1:10	3	100	03.03.2008 19:01:51
WA	120.00	0.00	0.00	135.00	0.00	0.00	125.00	0.00	0.00	130.00	0.00	0.00	127.50	0.00	0.00	31.42	5.00	0.00	12.07	508.49	1323.98	34.01	29.28	1322.43	-4.27	1.14	29.28	0.00	0.00	0.00	0.00	3	1:10	3	100	03.03.2008 19:01:54
WA	125.00	0.00	0.00	140.00	0.00	0.00	130.00	0.00	0.00	135.00	0.00	0.00	132.50	0.00	0.00	31.42	5.00	0.00	12.58	459.31	1147.79	34.77	27.85	1146.42	6.75	1.24	27.85	0.00	0.00	0.00	0.00	3	1:10	3	100	03.03.2008 19:01:58
WA	130.00	0.00	0.00	145.00	0.00	0.00	135.00	0.00	0.00	140.00	0.00	0.00	137.50	0.00	0.00	31.42	5.00	0.00	15.57	242.64	489.77	-56.78	28.17	487.04	18.49	0.72	28.17	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:02
WA	135.00	0.00	0.00	150.00	0.00	0.00	140.00	0.00	0.00	145.00	0.00	0.00	142.50	0.00	0.00	31.42	5.00	0.00	11.70	155.93	419.00	-38.55	26.71	416.81	14.91	0.73	26.71	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:05
WA	140.00	0.00	0.00	155.00	0.00	0.00	145.00	0.00	0.00	150.00	0.00	0.00	147.50	0.00	0.00	31.42	5.00	0.00	12.39	164.33	417.02	-7.58	27.36	413.68	19.76	0.83	27.36	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:08
WA	145.00	0.00	0.00	160.00	0.00	0.00	150.00	0.00	0.00	155.00	0.00	0.00	152.50	0.00	0.00	31.42	5.00	0.00	12.90	247.71	603.55	27.77	28.06	603.60	8.04	0.48	28.06	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:11
WA	150.00	0.00	0.00	165.00	0.00	0.00	155.00	0.00	0.00	160.00	0.00	0.00	157.50	0.00	0.00	31.42	5.00	0.00	12.42	217.20	549.54	-78.43	26.80	547.74	13.39	0.67	26.80	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:14
WA	155.00	0.00	0.00	170.00	0.00	0.00	160.00	0.00	0.00	165.00	0.00	0.00	162.50	0.00	0.00	31.42	5.00	0.00	13.25	254.55	604.06	27.13	28.30	602.45	7.38	0.48	28.30	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:18
WA	160.00	0.00	0.00	175.00	0.00	0.00	165.00	0.00	0.00	170.00	0.00	0.00	167.50	0.00	0.00	31.42	5.00	0.00	12.37	244.33	620.86	-2.18	28.53	619.93	7.39	0.60	28.53	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:21
WA	165.00	0.00	0.00	180.00	0.00	0.00	170.00	0.00	0.00	175.00	0.00	0.00	172.50	0.00	0.00	31.42	5.00	0.00	13.53	261.91	610.58	-19.52	28.32	609.42	3.55	0.73	28.32	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:24
WA	170.00	0.00	0.00	185.00	0.00	0.00	175.00	0.00	0.00	180.00	0.00	0.00	177.50	0.00	0.00	31.42	5.00	0.00	17.71	218.31	387.45	-63.99	26.61	387.35	20.99	0.64	26.61	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:27
WA	175.00	0.00	0.00	190.00	0.00	0.00	180.00	0.00	0.00	185.00	0.00	0.00	182.50	0.00	0.00	31.42	5.00	0.00	12.97	184.90	448.22	-130.15	24.99	444.75	34.33	1.02	24.99	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:30
WA	180.00	0.00	0.00	195.00	0.00	0.00	185.00	0.00	0.00	190.00	0.00	0.00	187.50	0.00	0.00	31.42	5.00	0.00	12.49	324.28	816.02	62.21	28.30	817.24	1.84	0.43	28.30	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:33
WA	185.00	0.00	0.00	200.00	0.00	0.00	190.00	0.00	0.00	195.00	0.00	0.00	192.50	0.00	0.00	31.42	5.00	0.00	14.00	219.86	493.55	-59.22	25.93	490.41	20.60	0.78	25.93	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:02:37
WA	190.00	0.00	0.00	205.00	0.00	0.00	195.00	0.00	0.00	200.00	0.00	0.00	197.50	0.00	0.00	31.42	5.00	0.00	12.46	501.31	1264.06	-5.64	29.31	1263.16	-0.56	1.20	29.31	0.00	0.00	0.00	0.00	3	1:10	3	100	03.03.2008 19:02:40
WA	195.00	0.00	0.00	210.00	0.00	0.00	200.00	0.00	0.00	205.00	0.00	0.00	202.50	0.00	0.00	31.42	5.00	0.00	4.18	137.33	1036.89	-0.37	28.00	1034.85	9.74	0.77	9.57	8.19	5.74	3.18	1.32	3	10:10	3	40	05.03.2008 16:34:24
WA	200.00	0.00	0.00	215.00	0.00	0.00	205.00	0.00	0.00	210.00	0.00	0.00	207.50	0.00	0.00	31.42	5.00	0.00	4.24	172.77	1284.18	-36.09	28.69	1268.62	14.10	0.77	9.65	8.42	5.99	3.31	1.31	3	10:10	3	40	05.03.2008 16:34:28
WA	205.00	0.00	0.00	220.00	0.00	0.00	210.00	0.00	0.00	215.00	0.00	0.00	212.50	0.00	0.00	31.42	5.00	0.00	3.86	192.81	1576.34	11.29	27.75	1547.88	-7.60	0.64	9.63	8.22	5.67	3.09	1.14	3	10:10	3	40	05.03.2008 16:34:31
WA	210.00	0.00	0.00	225.00	0.00	0.00	215.00	0.00	0.00	220.00	0.00	0.00	217.50	0.00	0.00	31.42	5.00	0.00	3.32	186.49	1776.21	2.88	28.44	1760.46	15.67	0.65	9.63	8.34	5.90	3.25	1.32	3	10:10	3	40	05.03.2008 16:34:34
WA	215.00	0.00	0.00	230.00	0.00	0.00	220.00	0.00	0.00	225.00	0.00	0.00	222.50	0.00	0.00	31.42	5.00	0.00	27.70	1886.20	2139.11	70.94	45.94	2140.55	-6.43	0.29	9.95	9.84	9.51	8.84	7.79	3	1:10	2	300	05.03.2008 16:50:34
WA	220.00	0.00	0.00	235.00	0.00	0.00	225.00	0.00	0.00	230.00	0.00	0.00	227.50	0.00	0.00	31.42	5.00	0.00	3.24	179.94	1759.30	-107.59	28.45	1734.84	12.96	0.57	9.65	8.34	5.89	3.24	1.33	3	10:10	3	40	05.03.2008 16:34:40
WA	225.00	0.00	0.00	240.00	0.00	0.00	230.00	0.00	0.00	235.00	0.00	0.00	232.50	0.00	0.00	31.42	5.00	0.00	2.21	138.57	1999.10	6.90	27.71	1946.00	29.39	0.71	9.57	8.19	5.67	3.06	1.22	3	10:10	3	40	05.03.2008 16:34:44
WA	230.00	0.00	0.00	245.00	0.00	0.00	235.00	0.00	0.00	240.00	0.00	0.00	237.50	0.00	0.00	31.42	5.00	0.00	3.25	93.96	914.26	-76.88	28.91	901.15	22.25	0.89	9.70	8.48	6.05	3.36	1.31	3	10:10	3	40	05.03.2008 16:34:47
WA	235.00	0.00	0.00	250.00	0.00	0.00	240.00	0.00	0.00	245.00	0.00	0.00	242.50	0.00	0.00	31.42	5.00	0.00	3.02	106.10	1113.63	38.09	26.99	1086.88	20.28	0.78	9.54	8.02	5.47	2.85	1.10	3	10:10	3	40	05.03.2008 16:34:50
WA	240.00	0.00	0.00	255.00	0.00	0.00	245.00	0.00	0.00	250.00	0.00	0.00	247.50	0.00	0.00	31.42	5.00	0.00	1.84	4.94	86.20	2.69	4.39	81.68	452.40	7.41	8.73	4.98	-0.05	-3.84	-5.44	3	100:10	3	40	05.03.2008 16:34:53
WA	245.00	0.00	0.00	260.00	0.00	0.00	250.00	0.00	0.00	255.00	0.00	0.00	252.50	0.00	0.00	31.42	5.00	0.00	3.55	35.35	314.43	-51.38	25.05	309.93	53.97	1.77	9.43	7.83	4.92	2.32	0.54	3	10:10	3	40	05.03.2008 16:34:56
WA	250.00	0.00	0.00	265.00	0.00	0.00	255.00	0.00	0.00	260.00	0.00	0.00	257.50	0.00	0.00	31.42	5.00	0.00	2.42	8.92	117.09	-9.33	34.67	111.60	94.49	3.55	9.93	9.69	8.04	5.08	1.94	3	100:10	3	40	05.03.2008 16:35:00
WA	255.00	0.00	0.00	270.00	0.00	0.00	260.00	0.00	0.00	265.00	0.00	0.00	262.50	0.00	0.00	31.42	5.00	0.00	16.16	87.83	170.76	-48.29	46.04	171.22	18.23	0.71	9.92	9.82	9.49	8.89	7.92	3	10:10	2	300	05.03.2008 16:51:03
WA	260.00	0.00	0.00	275.00	0.00	0.00	265.00	0.00	0.00	270.00	0.00	0.00	267.50	0.00	0.00	31.42	5.00	0.00	3.13	10.96	110.80	-15.00	15.92	106.56	170.72	2.59	8.78	6.03	2.58	-0.09	-1.39	3	100:10	3	40	05.03.2008 16:35:06
WA	265.00	0.00	0.00	280.00	0.00	0.00	270.00	0.00	0.00	275.00	0.00	0.00	272.50	0.00	0.00	31.42	5.00	0.00	3.31	13.27	126.77	42.50	-2.42	123.57	271.76	4.43	7.70	2.49	-2.81	-5.17	-4.63	3	10:10	3	40	05.03.2008 16:35:09
WA	270.00	0.00	0.00	285.00	0.00	0.00	275.00	0.00	0.00	280.00	0.00	0.00	277.50	0.00	0.00	31.42	5.00	0.00	4.15	12.32	93.63	-86.97	-13.09	97.64	345.07	4.51	7.50	0.79	-6.24	-8.44	-6.70	3	10:10	3	40	05.03.2008 16:35:12
WA	275.00	0.00	0.00	290.00	0.00	0.00	280.00	0.00	0.00	285.00	0.00	0.00	282.50	0.00	0.00	31.42	5.00	0.00	8.50	30.87	114.19	8.77	27.79	113.48	33.57	2.02	27.79	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:05:19
WA	280.00	0.00	0.00	295.00	0.00	0.00	285.00	0.00	0.00	290.00	0.00	0.00	287.50	0.00	0.00	31.42	5.00	0.00	16.07	49.38	96.53	-31.67	19.27	94.82	77.64	1.68	19.27	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:05:22
WA	285.00	0.00	0.00	300.00	0.00	0.00	290.00	0.00	0.00	295.00	0.00	0.00	292.50	0.00	0.00	31.42	5.00	0.00	9.71	23.62	76.45	-40.77	25.12	71.06	152.53	6.26	25.12	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:05:26
WA	290.00	0.00	0.00	305.00	0.00	0.00	295.00	0.00	0.00	300.00	0.00	0.00	297.50	0.00	0.00	31.42	5.00	0.00	12.60	36.14	90.12	-79.99	32.39	87.01	63.07	3.56	32.39	0.00	0.00	0.00	0.00	3	10:10	3	100	03.03.2008 19:05:29
WA	295.00	0.00	0.00	310.00	0.00	0.00	300.00	0.00	0.00	305.00	0.00	0.00	302.50	0.00	0.00	31.42	5.00	0.00	3.58	14.06	124.15	24.08	27.27	126.76	42.49	3.82	9.25	7.86	5.53	3.31	1.32	3	10:10	3	40	05.03.2008 16:35:25
WA	300.00	0.00	0.00	315.00	0.00	0.00	305.00	0.00	0.00	310.00	0.00	0.00	307.50	0.00	0.00	31.42	5.00	0.00	2.58	6.75	83.22	-18.71	15.74	77.53	376.87	7.66	9.44	6.97	3.18	-0.61	-3.25	3	100:10	3	40	05.03.2008 16:35:28
WA	305.00	0.00	0.00	320.00	0.00	0.00	310.00	0.00	0.00	315.00	0.00	0.00	312.50	0.00	0.00	31.42	5.00	0.00	5.68	23.64	131.01	-40.59	1.60	130.06	180.22	2.76	7.93	2.62	-2.08	-3.84	-3.03	3	10:10	3	60	05.03.2008 20:34:41
WA	310.00	0.00	0.00	325.00	0.00	0.00	315.00	0.00	0.00	320.00	0.00	0.00	317.50	0.00	0.00	31.42	5.00	0.00	4.66	35.75	242.01	168.86	24.26	240.29	48.93	1.71	9.37	7.59	4.73	2.11	0.46	3	10:10	3	60	05.03.2008 20:34:49
WA	315.00	0.00	0.00	330.00	0.00	0.00	320.00	0.00	0.00	325.00	0.00	0.00	322.50	0.00	0.00	31.42	5.00	0.00	3.83	49.42	406.95	-36.11	26.60	403.04	25.29	1.32	9.50	8.03	5.39	2.72	0.95	3	10:10	3	60	05.03.2008 20:33:11
WA	320.00	0.00	0.00	335.00	0.00	0.00	325.00	0.00	0.00	330.00	0.00	0.00	327.50	0.00	0.00	31.42	5.00	0.00	3.86	60.09	491.87	-71.35	22.38	474.02	131.82	2.95	9.65	7.74	4.33	1.30	-0.64	3	10:10	3	60	05.03.2008 20:33:13
WA	325.00	0.00	0.00	340.00	0.00	0.00	330.00	0.00	0.00	335.00	0.00	0.00	332.50	0.00	0.00	31.42	5.00	0.00	4.15	101.68	773.18	33.26	26.44	761.74	32.02	0.96	9.59	8.06	5.36	2.63	0.80	3	10:10	3	60	05.03.2008 20:33:15
WA	330.00	0.00	0.00	345.00	0.00	0.00	335.00	0.00	0.00	340.00	0.00	0.00	337.50	0.00	0.00	31.42	5.00	0.00	4.38	123.23	887.78	37.53	26.11	879.36	43.40	0.84	9.58	7.99	5.25	2.54	0.74	3	10:10	3	60	05.03.2008 20:33:17
WA	335.00	0.00	0.00	350.00	0.00	0.00	340.00	0.00	0.00	345.00	0.00	0.00	342.50	0.00	0.00	31.42	5.00	0.00	5.21	151.19	913.49	-84.43	24.03	892.80	40.10	0.65	9.45	7.56	4.64	1.98	0.40	3	10:10	3	60	05.03.2008 20:33:19
WA	340.00	0.00	0.00	355.00	0.00	0.00	345.00	0.00	0.00	350.00	0.00	0.00	347.50	0.00	0.00	31.42	5.00	0.00	5.43	115.86	672.19	-31.99	25.35	667.80	34.53	0.70	9.51	7.79	5.03	2.35	0.67	3	10:10	3	60	05.03.2008 20:33:21
WA	345.00	0.00	0.00	360.00	0.00	0.00	350.00	0.00	0.00	355.00	0.00	0.00	352.50	0.00	0.00	31.42	5.00	0.00	4.18	89.60	677.22	-33.76	25.60	665.08	39.65	1.08	9.54	7.92	5.14	2.42	0.58	3	10:10	3	60	05.03.2008 20:33:23
WA	350.00	0.00	0.00	365.00	0.00	0.00	355.00	0.00	0.00	360.00	0.00	0.00	357.50	0.00	0.00	31.42	5.00	0.00	6.76	97.73	455.13	-96.80	20.30	439.77	140.42	2.62	9.43	7.28	3.90	0.74	-1.05	3	10:10	3	60	05.03.2008 20:33:25
WA	355.00	0.00	0.00	370.00	0.00	0.00	360.00	0.00	0.00	365.00	0.00	0.00	362.50	0.00	0.00	31.42	5.00	0.00	9.95	21.74	68.71	25.71	5.50	68.42	259.30	4.44	8.64	4.59	-0.27	-3.39	-4.07	3	10:10	3	60	05.03.2008 20:33:27
WA	360.00	0.00	0.00	375.00	0.00	0.00	365.00	0.00	0.00	370.00	0.00	0.00	367.50	0.00	0.00	31.42	5.00	0.00	3.43	30.32	279.96	11.81	15.52	264.13	207.81	4.63	9.21	6.45	2.61	-0.55	-2.21	3	10:10	3	60	05.03.2008 20:33:29
WA	365.00	0.00	0.00	380.00	0.00	0.00	370.00	0.00	0.00	375.00	0.00	0.00	372.50	0.00	0.00	31.42	5.00	0.00	5.11	56.29	347.44	-71.36	23.68	340.00	78.45	1.87	9.50	7.64	4.64	1.84	0.06	3	10:10	3	60	05.03.2008 20:33:31
WA	370.00	0.00	0.00	385.00	0.00	0.00	375.00	0.00	0.00	380.00	0.00	0.00	377.50	0.00	0.00	31.42	5.00	0.00	6.30	110.36	551.67	-8.35	27.88	543.95	32.98	1.15	9.69	8.36	5.83	3.03	0.96	3	10:10	3	60	05.03.2008 20:33:33
WA	375.00	0.00	0.00	390.00	0.00	0.00	380.00	0.00	0.00	385.00	0.00	0.00	382.50	0.00	0.00	31.42	5.00	0.00	4.70	131.33	881.46	-35.52	26.12	858.49	45.42	1.25	9.63	8.11	5.44	2.40	0.55	3	10:10	3	60	05.03.2008 20:33:35
WA	380.00	0.00	0.00	395.00	0.00	0.00	385.00	0.00	0.00	390.00	0.00	0.00	387.50	0.00	0.00	31.42	5.00	0.00	5.12	106.28	653.66	-16.38	24.34	644.60	43.31	0.90	9.44	7.58	4.74	2.11	0.48	3	10:10	3	60	05.03.2008 20:33:37
WA	385.00	0.00	0.00	400.00	0.00	0.00	390.00	0.00	0.00	395.00	0.00	0.00	392.50	0.00	0.00	31.42	5.00	0.00	4.98	109.57	693.14	-13.81	25.80	679.38	44.65	1.02	9.56	7.95	5.19	2.46	0.64	3	10:10	3	60	05.03.2008 20:33:39
WA	390.00	0.00	0.00	405.00	0.00	0.00	395.00	0.00	0.00	400.00	0.00	0.00	397.50	0.00	0.00	31.42	5.00	0.00	6.04	75.23	392.18	-19.61	26.21	385.90	56.35	1.43	9.61	8.11	5.38	2.54	0.58	3	10:10	3	60	05.03.2008 20:33:41
WA	395.00	0.00	0.00	410.00	0.00	0.00	400.00	0.00	0.00	405.00	0.00	0.00	402.50	0.00	0.00	31.42	5.00	0.00	5.42	143.76	835.97	-33.48	27.66	820.78	25.36	0.95	9.67	8.30	5.74	2.97	0.98	3	10:10	3	60	05.03.2008 20:33:43
WA	400.00	0.00	0.00	415.00	0.00	0.00	405.00	0.00	0.00	410.00	0.00	0.00	407.50	0.00	0.00	31.42	5.00	0.00	6.30	78.58	392.35	-7.05	27.47	384.11	46.85	1.39	9.71	8.30	5.76	2.88	0.82	3	10:10	3	60	05.03.2008 20:33:45
WA	405.00	0.00	0.00	420.00	0.00	0.00	410.00	0.00	0.00	415.00	0.00	0.00	412.50	0.00	0.00	31.42	5.00	0.00	6.30	155.57	777.58	15.26	26.64	767.02	27.90	0.90	9.56	8.04	5.41	2.74	0.88	3	10:10	3	60	05.03.2008 20:33:48
WA	410.00	0.00	0.00	425.00	0.00	0.00	415.00	0.00	0.00	420.00	0.00	0.00	417.50	0.00	0.00	31.42	5.00	0.00	7.06	46.31	206.48	-51.00	24.36	199.82	79.37	2.45	9.63	8.04	4.84	1.88	-0.03	3	10:10	3	60	05.03.2008 20:33:50
WA	415.00	0.00	0.00	430.00	0.00	0.00	420.00	0.00	0.00	425.00	0.00	0.00	422.50	0.00	0.00	31.42	5.00	0.00	13.45	11.13	26.00	64.42	-27.08	28.59	393.75	5.39	6.13	-2.25	-10.24	-12.15	-8.56	3	10:10	3	60	05.03.2008 20:35:20
WA	420.00	0.00	0.00	435.00	0.00	0.00	425.00	0.00	0.00	430.00	0.00	0.00	427.50	0.00	0.00	31.42	5.00	0.00	8.85	10.64	37.77	-49.85	-26.42	36.71	353.00	5.54	6.27	-2.45	-10.00	-11.73	-8.52	3	10:10	3	60	05.03.2008 20:33:54
WA	425.00	0.00	0.00	440.00	0.00	0.00	430.00	0.00	0.00	435.00	0.00	0.00	432.50	0.00	0.00	31.42	5.00	0.00	4.86	22.00	142.30	37.08	2.33	146.52	219.96	1.13	8.04	3.21	-1.76	-3.94	-3.23	3	10:10	3	100	05.03.2008 23:09:53
WA	430.00	0.00	0.00	445.00	0.00	0.00	435.00	0.00	0.00	440.00	0.00	0.00	437.50	0.00	0.00	31.42	5.00	0.00	6.04	18.47	96.14	-31.91	-21.31	98.86	394.72	1.57	6.70	-1.14	-8.58	-10.48	-7.79	3	10:10	3	100	05.03.2008 23:10:03
WA	435.00	0.00	0.00	450.00	0.00	0.00	440.00	0.00	0.00	445.00	0.00	0.00	442.50	0.00	0.00	31.42	5.00	0.00	4.76	17.97	119.07	-10.46	27.33	118.27	8.56	3.01	9.62	8.19	5.69	2.81	1.01	3	10:10	3	100	05.03.2008 23:10:44
