Project44 DipoleDipole_4
  5.0000
11
3
Type of measurement (0=app. resistivity,1=resistance)
0
347
2
1
Chargeability
msec.
0.1500,1.1000
4     105.00       0.00     120.00       0.00      60.00       0.00      45.00       0.00      48.1447,     10.0633 
4     110.00       0.00     125.00       0.00      65.00       0.00      50.00       0.00      35.1710,    -30.1208 
4     115.00       0.00     130.00       0.00      70.00       0.00      55.00       0.00      25.0208,   -203.1000 
4     120.00       0.00     135.00       0.00      75.00       0.00      60.00       0.00      19.0213,    -98.8604 
4     125.00       0.00     140.00       0.00      80.00       0.00      65.00       0.00      21.3272,     73.1901 
4     130.00       0.00     145.00       0.00      85.00       0.00      70.00       0.00      20.0323,     44.9553 
4     135.00       0.00     150.00       0.00      90.00       0.00      75.00       0.00      15.5058,    -69.9995 
4     140.00       0.00     155.00       0.00      95.00       0.00      80.00       0.00      26.1244,     -1.3648 
4     145.00       0.00     160.00       0.00     100.00       0.00      85.00       0.00      36.4535,     74.4709 
4     150.00       0.00     165.00       0.00     105.00       0.00      90.00       0.00      58.7529,     88.9380 
4     155.00       0.00     170.00       0.00     110.00       0.00      95.00       0.00      53.8688,    139.8700 
4     160.00       0.00     175.00       0.00     115.00       0.00     100.00       0.00      54.9068,    164.5410 
4     165.00       0.00     180.00       0.00     120.00       0.00     105.00       0.00      48.4854,      0.0788 
4     170.00       0.00     185.00       0.00     125.00       0.00     110.00       0.00      36.4369,     58.8219 
4     175.00       0.00     190.00       0.00     130.00       0.00     115.00       0.00      30.6514,    110.7200 
4     180.00       0.00     195.00       0.00     135.00       0.00     120.00       0.00      28.1810,     49.8496 
4     185.00       0.00     200.00       0.00     140.00       0.00     125.00       0.00      23.0447,    -13.2534 
4      60.00       0.00      70.00       0.00      10.00       0.00       0.00       0.00      25.9227,    109.4400 
4      65.00       0.00      75.00       0.00      15.00       0.00       5.00       0.00      25.8386,    275.4780 
4      70.00       0.00      80.00       0.00      20.00       0.00      10.00       0.00      32.7169,     87.4164 
4      75.00       0.00      85.00       0.00      25.00       0.00      15.00       0.00      50.3823,     52.1008 
4      80.00       0.00      90.00       0.00      30.00       0.00      20.00       0.00      56.3143,     25.2333 
4      85.00       0.00      95.00       0.00      35.00       0.00      25.00       0.00      99.8607,     38.7160 
4      90.00       0.00     100.00       0.00      40.00       0.00      30.00       0.00     137.2083,     38.3121 
4      95.00       0.00     105.00       0.00      45.00       0.00      35.00       0.00      62.6711,    111.0350 
4     100.00       0.00     110.00       0.00      50.00       0.00      40.00       0.00      36.7617,    -70.2976 
4     105.00       0.00     115.00       0.00      55.00       0.00      45.00       0.00      37.1243,    366.3340 
4     110.00       0.00     120.00       0.00      60.00       0.00      50.00       0.00      40.9201,     13.5883 
4     115.00       0.00     125.00       0.00      65.00       0.00      55.00       0.00      25.3926,   -432.7860 
4     120.00       0.00     130.00       0.00      70.00       0.00      60.00       0.00      17.2310,    -68.9461 
4     125.00       0.00     135.00       0.00      75.00       0.00      65.00       0.00      22.1704,    101.8760 
4     130.00       0.00     140.00       0.00      80.00       0.00      70.00       0.00      20.7094,     -3.2568 
4     135.00       0.00     145.00       0.00      85.00       0.00      75.00       0.00      16.2552,     69.2690 
4     140.00       0.00     150.00       0.00      90.00       0.00      80.00       0.00      16.8887,     -6.0905 
4     145.00       0.00     155.00       0.00      95.00       0.00      85.00       0.00      29.0243,    -24.9479 
4     150.00       0.00     160.00       0.00     100.00       0.00      90.00       0.00      49.6711,     -2.3018 
4     155.00       0.00     165.00       0.00     105.00       0.00      95.00       0.00      50.4643,    201.3300 
4     160.00       0.00     170.00       0.00     110.00       0.00     100.00       0.00      51.4573,    239.6800 
